name,view,img,year,info,link
"Shinsei kourin dacryon luna 1","
            25540
        ","https://hentaiz.bot/img/400/2025/03/09/82c86856075c1ac5a1c34f96e907c9787013254a8cecf5895f77595a7b173c89.jpg","2024","tại học viện tư thục tên étoile câu lạc bộ báo chí gồm ba em học sinh runa, reina và kaiyu. một hôm họ tụ họp trong phòng và vô tình kích hoạt một ứng dụng tên &#34;angel maker&#34; đầy tai tiếng. đó chính là khởi đầu của một bi kịch khủng khiếp. ba cô gái buộc phải biến thân thành ma pháp thiếu nữ dakryuon để chiến đấu chống lại những sinh vật dị dạng. chúng là những sinh vật khổng lồ cùng bộ xúc tua kỳ dịch rất động dục. cả ba bị không chế và cưỡng dâm bởi đống xúc tua đó. đúng lúc đó, một ma pháp thiếu nữ khác tên erioka bất ngờ xuất hiện để giải nguy. erioka cảnh báo rằng nếu họ tiếp tục biến thân thành dakryuon để chiến đấu, họ sẽ trở thành mục tiêu của đám yêu quái. hóa ra, ứng dụng angel maker đã bị nguyền rủa bởi một thiên thần sa ngã. erioka đối đầu với đội quân hung bạo do thiên thần sa ngã dẫn đầu, nhưng trái tim cô cuối cùng cũng bị tan vỡ… ","https://e.streamqq.com/videos/67cde8811cc801477c0a7102/play?event_id=player-wrapper"
"Gomu o tsukete to iimashita yo ne... 2","
            70353
        ","https://hentaiz.bot/img/400/2025/01/06/af5d75ac20866dc7ad3e4f2a3751365fa16e6786c0fa6f34d98f99aa6da5a68f.jpg","2024","tuy chiếc điện thoại quý giá đã main phun đầy sữa đặc dịch lên. nhưng nanami không hề tức giận. cô tiếp cận main hỏi &#34;anh còn bắn tinh được chứ?&#34;. nanami liền lôi ra một dây bao cao su dài và muốn tiếp tục trả bài với main. dù bao cao su đã hết nhưng nanami vẫn chưa thoả mãn và kết quả là cô bị main bắn tinh vào bên trong... sau đó main cũng muốn trả bài với nanami trong các trang phục cosplay như em học sinh, nô lệ và được cô chiều ý... ","https://e.streamqq.com/videos/677b9b5924a6914f040813e2/play?event_id=player-wrapper"
"Oni chichi harem 1","
            36530
        ","https://hentaiz.bot/img/400/2025/02/12/d96627bd4c887c8eb11b3a4da5bafe45a7b93a3ead481581fc244ecaf41c75b0.jpg","2024","amakawa noboru là một người vô cùng tuyệt vọng về cuộc sống của mình. anh định vào một khu rừng sâu để buông xuôi và rồi anh lại gặp một người phụ nữ có vẻ đẹp khó tả. trong lúc còn bị sốc trước sự xuất hiện của cô ta, anh mất thăng bằng và rơi xuống vách đá, bất tỉnh. khi tỉnh dậy, anh thấy mình bị bao vây bởi những người phụ nữ có sừng và lần lượt hãm hiếp anh. anh bị choáng ngợp bởi những chuyển động hông và sự ngột ngạt trước bộ ngực khổng lồ của họ. thế giới này là một thiên đường ngực! hơn nữa, khi nhận được sữa má từ trưởng làng dakki. noboru phát hiện ra rằng khả năng nện của mình không hề suy giảm, cò của anh cố thể cương cứng và xoạc liên tục. cuối cùng, anh tràn ngập hạnh phúc trong lễ kỷ niệm “nyūson” (làng vú). ","https://e.streamqq.com/videos/67acc91188d99f3c640f8aa6/play?event_id=player-wrapper"
"Yumemiru otome 1","
            51753
        ","https://hentaiz.bot/img/400/2025/01/03/eab8c2e39b84ce24178320d9fc8cab77e02bd8335d5883f8e4d8c279fba482e9.jpg","2024","câu chuyện về hai chị em nhà miyama là mizuki và manaka. khi manaka yêu người thầy tonami yuuto mà âm đạo ngưỡng mộ, mizuki thì lại vô cùng thương gấu mình. mọi chuyện bắt đầu khi aika nguyện làm bất cứ điều gì tonami yêu cầu. thay vì yêu nhau đơn thuần, manaka trở thành người phục tùng tonami. và rồi hắn dẫn lôi kéo aika đến nơi có vài tên đàn ông. dù nhìn thấy nỗi sợ hãi trong aika nhưng chúng vẫn lao đến hãm hiếp khiến manaka đắm chìm trong phê cảm... ","https://e.streamqq.com/videos/6777f3f501bfc290c40ef015/play?event_id=player-wrapper"
"Futsuma shoujo charlotte 2","
            121225
        ","https://hentaiz.bot/img/400/2024/12/13/d02d4300b92264e355abfc57035cb249e57869922c9c28fca05cc0a8f71871a5.jpg","2024","câu chuyện tiếp tục với cô gái nữ học sinh charlotte có thể biến hình thành nữ tu để trừ quỷ succubus. sau khi bị chính những người bạn nam trong lớp đè ra hãm hiếp, charlotte bị con succubus melkis đưa đến một nơi khác để cho họ tiếp tục thác loạn. nào ngờ charlotte lại nhân cơ hội thoát được. nhưng cô nhanh chóng bị quái vật xúc tua giữ lại và bị melkis trừng phạt bằng một nhóm người đàn ông lạ mặt đang vô cùng dam dang cò... ","https://e.streamqq.com/videos/675c601fc7d04e66a7055246/play?event_id=player-wrapper"
"Imaria 4","
            36667
        ","https://hentaiz.bot/img/400/2025/02/02/43bde9c9322c5717806b80c204878d6791be61d59fde380e7b99b6f8f5d00d38.jpg","2024","một tháng trôi qua, kazuya được mời đến thế giới ngầm để thăm honami. trước khi vào anh được trước những đoạn phim giới thiệu nứng về honami trước. sau đó kazuya được mới đến đại sảnh nơi tập hợp ba cô gái bị gã ishikawa huỷ hoại là seika và kisara ở tập 2 và honami. chứng kiến ảnh honami nói bịp và phũ phàng mình, kazuya sẽ làm gì? ","https://e.streamqq.com/videos/679f49e5f247af508a0b6e53/play?event_id=player-wrapper"
"Maso mesu soap de aimashou 2","
            33105
        ","https://hentaiz.bot/img/400/2025/01/25/474ee3d83fdcc4bdf4385b6e6a50cee6770e168921a41bcb04e53825cf0aa19f.jpg","2024","chủ tịch câu lạc bộ bơi lội của một trường học ưu tú hishimori marina là học sinh nữ hoàn hảo, xinh đẹp, thông minh và lực lưỡng, được các đồng đội trẻ ngưỡng mộ và là một huấn luyện viên xuất sắc. cô coi thường các thành viên nam trong đội và cho rằng luôn cố giành chiến thắng bằng những thủ đoạn bẩn thỉu như dùng thuốc. tuy nhiên, một trong những người bạn đồng hành chí cốt của cô lâm bệnh nặng. vị bác sĩ duy nhất có khả năng chữa trị căn bệnh này hóa ra lại là ông nội của một trong những thành viên nam mà cô vô cùng khinh thường. để đổi lấy sự điều trị đắt đỏ, marina buộc phải ký “hợp đồng bạn tình” với thành viên nam đó. liệu với sự cao quý của mình, marina có thể chịu đựng được hợp đồng bồ này để cứu giúp bạn mình không? ","https://e.streamqq.com/videos/6794ffc78f1cd4abc9071982/play?event_id=player-wrapper"
"Yumemiru otome 2","
            54607
        ","https://hentaiz.bot/img/400/2025/01/03/c6631a7a18138e8bbfac3c850a6d2552594a4f17a5128ea7c6b99a100a37f8d1.jpg","2024","chủ tịch hội sinh viên mizuki phát hiện ghệ manaka của mình bị hãm hiếp qua những video. gã thầy tanabe bảo sẽ dùng mối nện để giải quyết nhưng đánh đổi là được nếm trải cơ thể trinh tiết của mizuki. đồng thời mizuki yêu cầu hắn phải thực hiện lời hứa và dẫn mình đến chỗ aika. nhưng mizuki không ngờ thầy tanabe đã bỏ thuốc kích dục vào nước khiến trải nghiệm tình dục lần đầu của cô bùng cháy. mizuki bắt đầu sa đoạ vào tình dục... ","https://e.streamqq.com/videos/6777f86a861fca0439032da2/play?event_id=player-wrapper"
"Gobaku moe mama tsurezure 2","
            82455
        ","https://hentaiz.bot/img/400/2024/11/26/b528d55b960972b3ffdf334be5cb1da29bc9ba72c7f3c14f49820fb57f7d6769.jpg","2024","miyama haruka và hiroyuki đã vượt quá giới hạn của một cô cháu. haruka cứ nghĩ là phang một đêm với hiro là thằng bé sẽ chấm dứt việc theo đuổi mình. nào ngờ cô bắt đầu ghen khi thấy hiro đứng cạnh bất cứ con nhỏ nào khác. vì vậy cô không thể cưỡng lại được việc qua lại với bạn thân của con gái mình. ","https://e.streamqq.com/videos/67457975567a6754dc010d72/play?event_id=player-wrapper"
"Imaria 3","
            30249
        ","https://hentaiz.bot/img/400/2025/02/02/b1efc49d76094a9f6d6ec05c400ff4850e3e3dc6846870877d1718c9abb8d259.jpg","2024","tiếp tục câu chuyện ở tập 1. mở đầu là cảnh kazuya cùng nữ thần tượng honami đang ân ái ngoài công viên. bất ngờ họ bị chụp hình lại và được lên mặt nhất của trang báo. nữ thần tượng honami vướng phải một bê bối cực kỳ lớn khiến cho công ty imaria bị ảnh hưởng nặng nề bởi dư luận và cần tiền để tẩy trắng. gã đạo diễn ishikawa ở tập 2 đã giới thiệu cho honami một dự án quay cảnh khiêu dâm để có thể tẩy trắng cho cô như đã từng làm với seika ở tập 2. honami liền chấp nhận vô điều kiện. liệu honami có sập bẫy và rồi lại đi vào vết xe đổ của cấp trên seika không? ","https://e.streamqq.com/videos/679f465ff247af508a0b6e52/play?event_id=player-wrapper"
"Shounen ga otona ni natta natsu 2","
            94621
        ","https://hentaiz.bot/img/400/2024/11/29/7ccc791f75dbc318a4974184d87d7d9462ed423f7fed6df8fb5f14425e0f2d09.jpg","2024","năm ngày sau khi được chịch nữ diễn viên người lớn kiriru. ryuuki muốn khoe cho đám bạn chiến lợi phẩm của mình quay được. nào ngờ cậu vô tình phá vỡ lời hứa với chị kiriru. khi hội ngộ, kiriru lền phạt ryukki phải đứng quay phim cho cô và đám bạn cậu thác loạn với nhau... ","https://e.streamqq.com/videos/67498bba97cf7096e708fe6b/play?event_id=player-wrapper"
"Love me kaede to suzu the animation 3","
            34998
        ","https://hentaiz.bot/img/400/2024/12/30/a900c892e5a288c8b0b688a88908a35f8fba90ce41631f8e34775f312e95535a.jpg","2024","hayato và kaede trở nên thân thiết với nhau hơn sau lần trả bài tình dục trên sân thượng và giờ đây công khai tình tứ trước mặt suzu. tuy nhiên vào cuối tuần, nghe lời thỉnh cầu của hayato, kaede đã tậu một bộ nô lệ để cậu có thể ngắm nghía, mà đâu có ngờ đó là kế hoạch của cô nhân tình suzu. tại nhà hayato, suzu cũng đã mặc đồ nô lệ đồng thời trói luôn hayato lại. suzu cũng đang đợi chị mình đến nhằm để thổ lộ tất cả cảm xúc thầm kín của mình. cảm xúc của một cô eny trầm lặng và dè dặt bắt đầu dâng trào... ","https://e.streamqq.com/videos/67725d92b481b6a3c40606c2/play?event_id=player-wrapper"
"Elf ni inmon o tsukeru hon the animation 1","
            70198
        ","https://hentaiz.bot/img/400/2024/12/10/a59aa514baecdecbf723b0301f49f53395fc0c5640ee7c25212872b825edc9b7.jpg","2024","câu chuyện xoay quanh một nàng cung thủ elf tên sylpha. một người đàn ông bí ẩn đến lùng sục ngôi làng của cô, khiến cô bị nguyền rủa bởi một dâm ấn làm cô ấy vô cùng dâm đãng. mặc dù người đàn ông đó đã rời đi nhưng dục vọng do dâm ấn gây ra không hề thuyên giảm mà lại còn gia tăng dần. quyết tâm loại bỏ lời nguyền của mình và khi biết rằng mình không phải là người duy nhất trong giống loài của mình phải chịu đựng nó, sylpha đã thực hiện một cuộc hành trình một mình để bắt người đàn ông đó và bắt hắn giải lời nguyền ngay cho cô và cả giống loài. tuy nhiên, trong cuộc hành trình của mình, sylpha tiếp tục bị dày vò bởi niềm vui tột độ của đỉnh cao dâm dục... ","https://e.streamqq.com/videos/67586495968ed8fc51013a72/play?event_id=player-wrapper"
"Sex ga suki de suki de daisuki na classmate no anoko 3","
            38825
        ","https://hentaiz.bot/img/400/2025/01/18/46744f7f7c1d66d189b3beedfb3d50c5386905903ea13f1f7d6820b7f336101d.jpg","2024","nhân vật chính là nam sinh tên nitta đang yêu thầm một cô bạn cùng lớp ngồi cạnh mình tên là amamori natsuki. natsuki là một nữ học sinh gương mẫu còn nitta thì lại quá tầm thường. nên nitta coi natsuki nhưng một đoá hoa cao quý ngoài tầm với. tuy nhiên, nitta có một thói quen rất xấu rằng cậu thường nghĩ về natsuki để tự sướng và làm ở mọi nơi có thể tại trường học. vào một hôm, khi nitta đang thẩm du khi nghĩ về natsuki như mọi khi. cậu bỗng nghe được tiếng rên của ai đó vọng đến. nitta liền nhìn sang và phát hiện natsuki cũng đang tự sướng giống cậu. cảnh tượng hút hồn khiến nitta mê mẫn. sau đó natsuki phát hiện nitta đang đứng nhìn mình. cô ôm mặt xấu hổ và như muốn phát khóc. nitta bèn đi đến an ủi và thừa nhận tất cả với natsuki. tiếp đó, cả hai đứa muốn thử đi xa hơn một chút so với tình bạn... ","https://e.streamqq.com/videos/678bb02dadbf5eaaa9007d42/play?event_id=player-wrapper"
"Tsuma netori rei boku no ayamachi kanojo no sentaku 1","
            161420
        ","https://hentaiz.bot/img/400/2024/11/13/2f09d84bc6aee58aef5873731f007f36ac2e60f32f53f115fe10459ad3a6107c.jpg","2024","takafumi và người vợ mình makoto làm việc trong cùng một ngôi trường. họ quen một người thầy giáo béo xấu tên yasuno. lão luôn âm thầm muốn ép quan hệ và chiếm đoạt makoto. một ngày lão yasuno cùng cô giám thị lên kế hoạch để takafumi đi bàn việc làm ăn. lão yasuno lấp tức chớp lấy thời cơ bỏ thuốc mê vào cà sướng của makoto... ","https://e.streamqq.com/videos/673505c4f21fada84d012da2/play?event_id=player-wrapper"
"Incha couple ga yougal-tachi to sex training suru hanashi 1","
            154131
        ","https://hentaiz.bot/img/400/2024/10/31/39675ffff38eb40877b6dbfceb51a91a65f11b016abeb8796c26f448e7a87d05.jpg","2024","nam sinh akiho và nữ học sinh suzune là bạn thời thơ ấu của nhau và cả hai đều là người hướng nội. với hai tầm hồn đồng điệu nhau nên họ đã quyết định hẹn hò. vào ngày akiho rủ suzune về nhà để làm mất đi sự trong trắng, họ bất ngờ hội ngộ wakaba sayu - cũng là người bạn hướng nội của họ thời thơ ấu. nhưng sayu đã phải chuyển trường và khi hội ngộ sayu đã thay đổi thành hướng ngoại, cô trở nên bạo và dâm hơn. cô không ngần ngại chia sẻ những khoảnh khắc thắc loạn cũng đám nam sinh đại học hay các bữa tiệc với cùng mấy ông chú. sau khi biết đây là lần đầu của akiho và suzune nên sayu đã mời hai người bạn là sumire và momo đến để đánh giá. nhưng akiho mới vừa nhét vào đã lập tức bắn tinh, còn suzune thì hụt hẫn lạ thường. nhận thấy tình hình nguy cấp, sayu và những người bạn quyết huấn luyện con buồi của akiho và đánh thức người phụ nữ bên trong suzune... ","https://e.streamqq.com/videos/67231e10d2c5cd80a7097cd2/play?event_id=player-wrapper"
"Seika jogakuin kounin sao ojisan 6","
            21233
        ","https://hentaiz.bot/img/400/2024/12/05/aef909c414b6f28dccc85d5c9ad5b69f5cb02a402f975d65822b7c22ea91c87f.jpg","2024","gã trai bao của học viện seika được học sinh nữ louisa mời đến hòn đảo phía nam do gia đình cô sở hữu. vô tình tomoe và mio phát hiện được mà đòi theo cho bằng được. thế là ông chú cùng tomoe, mio và louisa đã thác loạn hết mình tại hòn em đào... ","https://e.streamqq.com/videos/6751d50f3cba322d8706b503/play?event_id=player-wrapper"
"Shounen ga otona ni natta natsu 1","
            79864
        ","https://hentaiz.bot/img/400/2024/10/24/02812e68cf73b95ca63b492effd3da13abd2a5fcebafdf361cc9868cee3e3992.jpg","2024","nhân vật chính là một của quý tên kirishima ryuki. cậu đã bị mất cha và má trong một vụ tai nạn giao thông cách đây không lâu. hiện cậu đang sống cùng với cô chị gái của mình là reiko và cậu xem cô ấy là người tốt nhất quả đất. ryuki thường hay rủ đám bạn của mình đến một nhà kho bí mật để xem những video người lớn về thần tượng kiriru. cô là một ngôi sao khiêu dâm mới chân bước chân ráo vào nghề và nhận được vô số lời tung hô. bỗng một ngày, khi kiriru đang khỏa thân và quay phim tại một làng quê, cô bỗng bắt gặp cậu nhóc ryuki tự sướng về mình. thế là cô dạy cho người hâm mộ của mình một khoá học về tình dục... ","https://e.streamqq.com/videos/671a78de9ea17f9c5a0a7bb2/play?event_id=player-wrapper"
"Sex ga suki de suki de daisuki na classmate no anoko 2","
            115991
        ","https://hentaiz.bot/img/400/2024/11/15/9f588335f23917da5b0902c7a497ff633be5ff599990b9004c9dddf78940d7bd.jpg","2024","sau lần quen nhau đó, taichi đã kết bạn thành công với kanna qua công việc làm trợ lý quay phim người lớn bán thời gian. tuy nhiên hình tượng kanna trong sáng, dễ thương trong mắt taichi bỗng trở thành một cô gái nghiện tình dục. và rồi cả hai quyết định đóng vai chính luôn cho một bộ phim khiêu dâm với mức lương cao hơn thay vì làm trợ lý bán thời gian. taichi cũng không mấy mặn mà lắm nhưng kanan lại rất tâm huyết và cô tự lên kịch bản cho bộ phim do chính mình đóng.. ","https://e.streamqq.com/videos/6736e3a002f2d513bd04a742/play?event_id=player-wrapper"
"Bubble de house de nắc the animation 1","
            57645
        ","https://hentaiz.bot/img/400/2024/10/07/4789999ecf4c232ea34c06c3e8e61b1d1779dd799521e0093b09f3adbdb26163.jpg","2024","bốn tháng trước, daisuke cố gắng tìm đến những ngôi trọ giá rẻ để thuê. nhưng bất ngờ cậu lại được tham gia vào một chương trình &#34;theo dõi hành vi&#34; của một hãng xà bông. cứ tưởng mình sẽ không được chọn, thì vào phút chót bỗng nhiên cậu đã được chọn và được cho cậu thuê nhà. niềm vui chưa kịp hết thì daisuke nhận ra mình sẽ sống chung với một nhóm gồm 4 em học sinh đại học. họ hơn cậu một khoá nhưng lại học cùng trường đại học với cậu. cảm thấy có gì đó sai sai, nhưng đây là cơ hội ngàn năm có một với những trải nghiệm sống chung với con gái nên có chút phấn khích này là chuyện tất yếu. ","https://e.streamqq.com/videos/66feac12f031f2ca950d7262/play?event_id=player-wrapper"
"Yarakashi 2","
            22173
        ","https://hentaiz.bot/img/400/2024/11/18/ff3af7764bdf7cfb3a3314c8fb8d74e74417afce08991686516c4a06d10a9b95.jpg","2024","thấy aoba ngày càng dễ dãi, atsuto liền tiến tới chủ động khoá môi cùng làm nhiều hành động đồi truỵ. vì quá tức người anh bồ của mình, aoba cũng đành buông xuôi để tận hưởng cuộc vui cùng đàn em... ","https://e.streamqq.com/videos/673ae84f7f43335be10616d2/play?event_id=player-wrapper"
